country,iso2c,iso3c,year,AG.YLD.CREL.KG,status,lastupdated,region,capital,longitude,latitude,income,lending
Africa Western and Central,ZI,AFW,1996,987.261549355648,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,958.694722293144,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,1075.39626795252,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,1011.13597344413,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,1002.02220502993,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,971.647859333508,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,1005.191079178,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,998.388345750742,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,966.867304653931,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2022,1395.06759687225,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,950.656788493824,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,806.51835384263,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,1231.79974637876,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,928.13878169238,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,947.038375772686,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,875.010967556294,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,1289.93369270314,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,1311.27370011136,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,1268.25418624382,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,1180.59459694968,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,964.3806306642,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,1089.59008698587,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,944.714112891064,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,918.357546389196,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,1143.40993130963,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,902.472682952072,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,1107.17267674854,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,879.971652157499,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,884.168967757578,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,907.554929258853,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,929.00629527604406,,2025-12-04,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,1981,2500.6,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2020,5209.2,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2015,4873.8,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,4892.6,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1980,2364,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2016,4716.4,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,4750.7,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,4761.8,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,4315.3,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,4081.2,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2007,3728.4,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2019,5038.2,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2018,4840.5,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2017,4813,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2003,3185.7,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2002,3291.9,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2001,3030.8,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,4949.8,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,4883.8,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1998,2872.1,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1997,2833.3,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1996,2450.9,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1995,2841.5,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1994,2460.9,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2006,3602.6,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2005,3462.1,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,3466.3,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1990,2794.4,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1989,2961.7,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1988,2875,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2000,3175.1,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1999,2798.1,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1984,2966.3,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1983,3046,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1982,2715.2,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2022,5200.7,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2021,5144.7,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1986,2990.3,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1993,2685,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1992,2158.6,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1991,2071.9,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1985,2900.6,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1987,2965.6,,2025-12-04,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Algeria,DZ,DZA,2022,1408,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2016,1020.4,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2018,1952,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2017,990.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2012,1677.6,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2011,1643.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2010,1474.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2009,1653.9,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2021,1433.7,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2020,1520.4,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2019,1767.4,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2005,1500.8,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2004,1344.1,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2003,1470.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2015,1400.2,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2014,1369.2,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2013,1813.1,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1999,1069.9,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1998,846.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1997,779.8,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1996,1337.8,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2008,1034,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2007,1253.5,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2006,1503.7,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1993,741.7,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1992,943.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1991,1114.6,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2002,1058.6,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2001,1106.9,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2000,883.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1987,759.9,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1986,837.2,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1985,912.5,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1984,547.4,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1983,579.5,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1982,593.3,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1981,646.2,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1980,760.4,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1989,760.4,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1988,574.1,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1990,687.7,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1994,749.4,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1995,829.5,,2025-12-04,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
American Samoa,AS,ASM,2020,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2021,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2016,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2022,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2013,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2012,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2015,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2014,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2009,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2008,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2007,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2019,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2018,NA,,2025-12-04,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
